location,Year,Lifeexpectancy,Alcohol,percentageexpenditure,Measles,BMI,HIV/AIDS,Schooling,incomeGroup
Botswana,2006,54.8,6.45,76.31867911,6,33.2,14.4,11.9,Upper middle income
Botswana,2005,51.7,6.37,629.8425642999998,5,32.7,20.6,11.9,Upper middle income
Botswana,2004,48.1,4.9,469.5823898,1,32.2,28.4,11.8,Upper middle income
Botswana,2003,46.4,5.51,299.3671252,59,31.6,31.9,11.8,Upper middle income
Botswana,2002,46.0,6.41,6.3300072,7,31.1,34.6,11.9,Upper middle income
Botswana,2001,46.7,5.48,306.9527349,1,3.5,37.2,11.8,Upper middle income
Botswana,2000,47.8,5.37,250.8916484,2672,29.9,38.8,11.7,Upper middle income
Brazil,2014,74.8,7.32,83.16465362,876,55.3,0.1,15.2,Upper middle income
Brazil,2013,74.7,7.24,916.270845,220,54.5,0.1,14.2,Upper middle income
Brazil,2012,74.5,7.55,843.1946259,2,53.6,0.1,14.2,Upper middle income
Brazil,2011,74.1,7.58,1084.999766,43,52.8,0.1,14.0,Upper middle income
Brazil,2010,73.8,7.52,1111.191325,68,52.0,0.1,13.8,Upper middle income
Brazil,2009,73.6,7.33,564.5233902000001,0,51.1,0.1,13.8,Upper middle income
Brazil,2008,73.4,7.21,526.3780636,0,5.3,0.1,13.3,Upper middle income
Brazil,2007,73.3,7.19,394.9321299,0,49.4,0.1,13.5,Upper middle income
Brazil,2006,73.0,7.1,30.30374691,57,48.6,0.1,13.8,Upper middle income
Brazil,2005,72.7,6.97,23.76370075,6,47.8,0.1,13.8,Upper middle income
Brazil,2004,72.0,6.85,186.6090485,0,46.9,0.1,14.0,Upper middle income
Brazil,2003,71.8,6.95,15.85781237,2,46.1,0.1,14.8,Upper middle income
Brazil,2002,71.4,7.0,140.98247659999996,1,45.3,0.1,14.6,Upper middle income
Brazil,2001,71.0,7.13,149.4802091,1,44.5,0.1,14.3,Upper middle income
Brazil,2000,75.0,7.26,179.4777293,36,43.7,0.1,14.1,Upper middle income
BruneiDarussalam,2014,77.6,0.01,269.1432784,1,4.2,0.1,15.0,High income
BruneiDarussalam,2013,77.1,0.01,2845.3064440000007,0,39.2,0.1,14.9,High income
BruneiDarussalam,2012,78.3,0.01,3192.634413,1,38.2,0.1,14.4,High income
BruneiDarussalam,2011,77.4,0.97,295.7730171,4,37.2,0.1,14.1,High income
BruneiDarussalam,2010,76.9,0.88,2218.364226,0,36.2,0.1,14.2,High income
BruneiDarussalam,2009,76.8,0.25,1873.686852,2,35.2,0.1,14.1,High income
BruneiDarussalam,2008,77.2,0.67,2538.941033,3,34.2,0.1,14.2,High income
BruneiDarussalam,2007,76.0,0.85,2048.557422,0,33.2,0.1,14.3,High income
BruneiDarussalam,2006,76.3,0.67,24.97532919,0,32.2,0.1,14.3,High income
BruneiDarussalam,2005,76.2,0.16,179.7147814,9,31.2,0.1,14.1,High income
BruneiDarussalam,2004,76.4,0.11,1504.30004,16,3.1,0.1,13.7,High income
BruneiDarussalam,2003,76.0,0.12,1406.51194,24,29.1,0.1,13.4,High income
BruneiDarussalam,2002,74.8,0.13,941.7036868,0,28.0,0.1,13.3,High income
BruneiDarussalam,2001,74.7,0.47,1078.66244,11,27.0,0.1,13.4,High income
BruneiDarussalam,2000,74.4,0.37,11.79686108,42,26.1,0.1,13.4,High income
Bulgaria,2014,74.3,12.03,153.1400362,0,65.1,0.1,14.8,Upper middle income
Bulgaria,2013,74.1,12.06,149.65987900000005,14,64.5,0.1,14.4,Upper middle income
Bulgaria,2012,73.9,10.99,851.450672,1,63.9,0.1,14.3,Upper middle income
Bulgaria,2011,73.7,10.67,875.1495189,157,63.3,0.1,14.2,Upper middle income
Bulgaria,2010,73.4,10.8,766.4454883999998,22004,62.7,0.1,13.9,Upper middle income
Bulgaria,2009,73.2,10.93,661.5144334,2249,62.1,0.1,13.8,Upper middle income
Bulgaria,2008,72.9,10.98,107.9826127,1,61.5,0.1,13.8,Upper middle income
Bulgaria,2007,72.6,10.89,591.5100977999998,1,6.9,0.1,13.5,Upper middle income
Bulgaria,2006,72.2,10.39,508.6304588,1,6.3,0.1,13.5,Upper middle income
Bulgaria,2005,72.1,10.48,456.3404657,3,59.7,0.1,13.5,Upper middle income
Bulgaria,2004,72.2,10.96,384.1473028,0,59.1,0.1,13.3,Upper middle income
Bulgaria,2003,72.0,11.19,32.38616103,0,58.6,0.1,12.9,Upper middle income
Bulgaria,2002,71.8,10.2,33.26778134,0,58.1,0.1,12.9,Upper middle income
Bulgaria,2001,71.6,10.72,25.06262895,8,57.5,0.1,12.9,Upper middle income
Bulgaria,2000,71.1,9.69,15.2357274,46,57.0,0.1,12.9,Upper middle income
BurkinaFaso,2014,59.3,0.01,8.386339501,343,18.8,0.6,7.7,Low income
BurkinaFaso,2013,59.0,4.64,88.97040214,375,18.2,0.7,7.5,Low income
BurkinaFaso,2012,58.6,4.75,78.76987363,7362,17.7,0.8,7.2,Low income
BurkinaFaso,2011,58.1,4.51,85.55592906,860,17.1,0.9,6.7,Low income
BurkinaFaso,2010,57.5,4.55,90.46018236,2511,16.6,1.0,6.3,Low income
BurkinaFaso,2009,56.9,4.55,81.14304705,54118,16.1,1.1,5.9,Low income
BurkinaFaso,2008,56.1,4.5,107.79883390000002,395,15.6,1.5,5.4,Low income
BurkinaFaso,2007,55.3,4.58,73.92730583,12,15.1,1.7,4.9,Low income
BurkinaFaso,2006,54.3,4.73,64.24025208,125,14.6,2.0,4.7,Low income
BurkinaFaso,2005,53.3,4.88,8.769989329,253,14.2,2.3,4.3,Low income
BurkinaFaso,2004,52.4,4.54,56.96108089,77,13.7,2.5,3.9,Low income
BurkinaFaso,2003,51.6,4.58,41.60951275,2946,13.3,2.9,3.8,Low income
BurkinaFaso,2002,51.0,4.53,3.1955668310000003,1744,12.9,3.2,3.6,Low income
BurkinaFaso,2001,56.0,4.56,23.1016899,4174,12.5,3.6,3.5,Low income
BurkinaFaso,2000,51.0,3.71,19.83929597,6074,12.2,4.0,3.4,Low income
Burundi,2014,59.1,0.01,41.25159038,0,18.2,0.7,10.6,Low income
Burundi,2013,58.6,0.01,40.15128458,0,17.6,1.0,10.5,Low income
Burundi,2012,58.0,0.01,38.73170505,49,17.1,1.2,10.3,Low income
Burundi,2011,57.4,4.16,3.595980333,129,16.6,1.5,9.9,Low income
Burundi,2010,56.8,4.16,31.14187566,495,16.1,1.9,9.3,Low income
Burundi,2009,56.2,4.05,2.030494673,305,15.7,2.4,8.6,Low income
Burundi,2008,55.3,4.33,15.99415192,173,15.2,2.9,7.9,Low income
Burundi,2007,54.8,4.54,1.72659515,43,14.8,3.4,7.2,Low income
Burundi,2006,54.1,4.5,21.24915339,784,14.5,3.8,5.9,Low income
Burundi,2005,53.4,5.54,1.7474409480000002,0,14.1,4.3,5.6,Low income
Burundi,2004,52.6,5.72,11.22655347,2,13.8,4.8,5.2,Low income
Burundi,2003,51.9,5.84,6.5452636339999986,224,13.5,5.1,4.7,Low income
Burundi,2002,51.5,5.98,9.660010196,1016,13.3,5.2,4.4,Low income
Burundi,2001,51.3,6.09,10.61917585,0,13.0,5.3,4.5,Low income
Burundi,2000,58.0,6.61,9.696689164,18363,12.8,5.2,4.5,Low income
CaboVerde,2014,73.0,0.01,414.0242418,0,3.5,0.2,13.5,Lower middle income
CaboVerde,2013,72.8,0.01,325.6298627,0,29.7,0.2,13.6,Lower middle income
CaboVerde,2012,72.7,0.01,33.55888998,0,29.0,0.3,13.2,Lower middle income
CaboVerde,2011,72.6,5.07,4.409153436,0,28.2,0.3,13.1,Lower middle income
CaboVerde,2010,72.5,4.75,286.8907303000001,0,27.5,0.4,12.7,Lower middle income
CaboVerde,2009,72.4,4.45,339.9777364,0,26.8,0.4,12.4,Lower middle income
CaboVerde,2008,72.4,4.16,360.6208825,0,26.2,0.4,12.2,Lower middle income
CaboVerde,2007,72.3,5.28,345.4637140000001,0,25.5,0.6,11.9,Lower middle income
CaboVerde,2006,72.1,4.25,26.45133197,0,24.9,0.6,11.9,Lower middle income
CaboVerde,2005,71.8,4.26,3.349816965,0,24.3,0.8,11.2,Lower middle income
CaboVerde,2004,71.4,4.19,240.139715,0,23.7,0.8,11.1,Lower middle income
CaboVerde,2003,71.1,4.16,209.0865,0,23.2,0.9,11.3,Lower middle income
CaboVerde,2002,77.0,3.82,155.2072669,0,22.6,0.8,11.3,Lower middle income
CaboVerde,2001,73.0,3.81,150.7434862,0,22.1,0.8,11.0,Lower middle income
CaboVerde,2000,69.9,3.49,122.5744699,2,21.5,0.8,11.3,Lower middle income
Cambodia,2014,68.3,0.01,12.17952064,0,18.9,0.2,10.9,Lower middle income
Cambodia,2013,67.8,0.01,8.758214537999999,0,18.2,0.2,10.8,Lower middle income
Cambodia,2012,67.4,0.01,6.914723982999999,15,17.6,0.3,10.7,Lower middle income
Cambodia,2011,67.0,2.12,60.18591771,722,17.0,0.3,10.7,Lower middle income
Cambodia,2010,66.6,2.2,56.88416481,1156,16.4,0.5,10.6,Lower middle income
Cambodia,2009,66.1,2.13,48.35423978,4779,15.9,0.6,10.5,Lower middle income
Cambodia,2008,65.6,2.24,53.10009046,4211,15.3,0.7,10.5,Lower middle income
Cambodia,2007,65.0,2.08,57.73516711,394,14.8,0.9,10.3,Lower middle income
Cambodia,2006,64.1,2.03,51.50447119,188,14.3,1.1,10.1,Lower middle income
Cambodia,2005,62.9,1.99,62.21817261,264,13.9,1.4,10.0,Lower middle income
Cambodia,2004,61.5,1.38,8.38611924,352,13.5,1.7,9.7,Lower middle income
Cambodia,2003,63.0,1.44,55.59543946,653,13.1,1.9,9.3,Lower middle income
Cambodia,2002,59.3,1.43,30.91060554,1361,12.8,2.1,8.2,Lower middle income
Cambodia,2001,58.5,1.71,27.68971051,3761,12.4,2.2,7.6,Lower middle income
Cambodia,2000,57.7,1.51,0.328418056,12237,12.1,2.1,7.2,Lower middle income
Cameroon,2014,56.7,0.01,61.39263642,831,28.4,3.7,10.4,Lower middle income
Cameroon,2013,56.4,0.01,63.07890158,760,27.8,4.0,10.4,Lower middle income
Cameroon,2012,55.9,0.01,68.55839112,609,27.2,4.6,10.4,Lower middle income
Cameroon,2011,55.6,6.19,83.18071241,504,26.6,4.9,10.0,Lower middle income
Cameroon,2010,55.3,6.15,100.8987451,240,26.0,5.5,9.7,Lower middle income
Cameroon,2009,54.8,5.89,9.042540892,251,25.4,6.3,9.2,Lower middle income
Cameroon,2008,54.2,5.9,68.70730440000001,495,24.9,6.7,8.8,Lower middle income
Cameroon,2007,53.6,5.44,7.562892922,100,24.4,7.0,8.0,Lower middle income
Cameroon,2006,53.3,5.22,0.962497052,196,23.8,7.2,8.2,Lower middle income
Cameroon,2005,52.8,5.03,73.03276195,605,23.3,7.4,8.3,Lower middle income
Cameroon,2004,52.1,4.71,7.177302132,358,22.8,7.5,8.2,Lower middle income
Cameroon,2003,51.8,4.64,67.63925302,899,22.3,7.7,8.1,Lower middle income
Cameroon,2002,51.6,4.58,53.70597428,1448,21.8,7.8,8.4,Lower middle income
Cameroon,2001,51.5,4.43,41.73629221,23934,21.3,7.9,7.1,Lower middle income
Cameroon,2000,51.4,3.91,4.7205935310000005,14629,2.9,7.7,6.9,Lower middle income
Canada,2014,82.0,8.1,102.1902168,418,66.4,0.1,15.9,High income
Canada,2013,81.8,8.2,9733.228019,83,65.8,0.1,15.9,High income
Canada,2012,81.6,8.3,9748.636237,10,65.3,0.1,15.9,High income
Canada,2011,81.5,8.2,971.9280384,803,64.7,0.1,15.9,High income
Canada,2010,81.2,8.4,8649.674911,99,64.1,0.1,15.9,High income
Canada,2009,81.0,8.4,864.9499300000001,14,63.6,0.1,15.9,High income
Canada,2008,87.0,8.3,8433.936814,62,63.0,0.1,15.8,High income
Canada,2007,85.0,8.3,7946.7435810000015,101,62.5,0.1,15.8,High income
Canada,2006,85.0,8.2,771.1817686,13,61.9,0.1,15.8,High income
Canada,2005,81.0,8.0,6333.177967000001,6,61.3,0.1,15.8,High income
Canada,2004,80.0,7.8,5513.3299240000015,7,6.6,0.1,15.8,High income
Canada,2003,79.7,7.7,4687.845565,15,6.0,0.1,15.8,High income
Canada,2002,79.5,7.7,3895.856308,6,59.3,0.1,15.8,High income
Canada,2001,79.4,7.6,3665.089703,34,58.5,0.1,15.8,High income
Canada,2000,79.1,7.6,3787.49456,206,57.8,0.1,15.9,High income
CentralAfricanRepublic,2014,58.0,0.01,53.43964323,210,22.1,4.5,7.1,Low income
CentralAfricanRepublic,2013,49.9,0.01,52.37766601,596,21.6,5.1,7.1,Low income
CentralAfricanRepublic,2012,53.0,0.01,7.344808213999999,141,21.2,5.1,7.1,Low income
CentralAfricanRepublic,2011,49.8,1.66,58.52947463,679,2.7,5.8,6.8,Low income
CentralAfricanRepublic,2010,49.2,1.67,43.48359197,2,2.2,6.6,6.6,Low income
CentralAfricanRepublic,2009,48.6,1.56,40.45156933,11,19.8,7.3,6.4,Low income
CentralAfricanRepublic,2008,47.6,1.52,67.34137528,12,19.4,8.3,6.3,Low income
CentralAfricanRepublic,2007,46.8,1.5,60.04884821,49,19.0,9.0,6.2,Low income
CentralAfricanRepublic,2006,46.3,1.54,46.90117916,3,18.6,10.0,6.0,Low income
CentralAfricanRepublic,2005,45.9,1.5,40.92207976,471,18.2,11.2,5.9,Low income
CentralAfricanRepublic,2004,45.7,1.5,41.50111735,1233,17.9,12.0,5.7,Low income
CentralAfricanRepublic,2003,45.7,1.49,46.11619441,652,17.5,12.8,5.6,Low income
CentralAfricanRepublic,2002,45.6,1.47,31.5941587,938,17.2,13.4,5.4,Low income
CentralAfricanRepublic,2001,45.6,1.52,33.65315697,2837,16.8,13.9,5.3,Low income
CentralAfricanRepublic,2000,46.0,1.51,30.78382657,3207,16.5,14.3,5.2,Low income
Chad,2014,52.6,0.01,11.3020668,1275,18.7,2.9,7.3,Low income
Chad,2013,52.2,0.64,76.52382535,226,18.2,3.1,7.3,Low income
Chad,2012,51.8,0.62,57.8242709,120,17.9,3.6,7.3,Low income
Chad,2011,51.6,0.56,67.76269089,8650,17.5,3.9,6.7,Low income
Chad,2010,51.2,0.5,43.57328908,194,17.1,4.1,6.7,Low income
Chad,2009,57.0,0.47,4.982900401,165,16.7,4.4,6.3,Low income
Chad,2008,49.6,0.45,49.09198224,63,16.4,4.7,6.0,Low income
Chad,2007,49.4,0.42,5.9629235320000005,441,16.1,4.9,5.7,Low income
Chad,2006,48.5,0.41,62.67225971,1594,15.7,5.1,5.5,Low income
Chad,2005,48.6,0.42,8.936064632,2,15.4,5.2,5.6,Low income
Chad,2004,48.5,0.34,72.38451279,10324,15.1,5.2,5.6,Low income
Chad,2003,48.4,0.42,3.979243535,15801,14.8,5.1,5.4,Low income
Chad,2002,48.1,0.36,3.039691193,7277,14.4,5.0,5.1,Low income
Chad,2001,48.0,0.3,26.87439074,24908,14.1,4.8,4.9,Low income
Chad,2000,47.6,0.25,21.52701616,3546,13.9,4.6,4.7,Low income
Chile,2014,83.0,7.16,2352.999591,0,63.1,0.1,16.2,High income
Chile,2013,81.0,7.2,2442.222054,0,62.5,0.1,15.6,High income
Chile,2012,79.9,6.76,2260.777642,0,61.8,0.1,15.5,High income
Chile,2011,79.8,7.26,211.614293,6,61.2,0.1,15.4,High income
Chile,2010,79.1,7.93,177.4925143,0,6.6,0.1,15.2,High income
Chile,2009,79.3,7.67,181.525923,1,59.9,0.1,15.3,High income
Chile,2008,79.6,7.31,241.5533381,0,59.3,0.1,15.2,High income
Chile,2007,78.9,7.39,209.4875875,0,58.7,0.1,14.8,High income
Chile,2006,78.9,7.33,1275.689625,0,58.1,0.1,14.9,High income
Chile,2005,78.4,7.57,954.9644887,0,57.4,0.1,14.6,High income
Chile,2004,78.0,6.32,78.78564878,0,56.8,0.1,14.3,High income
Chile,2003,77.9,6.37,584.0993429,1,56.1,0.1,14.0,High income
Chile,2002,77.8,6.06,675.7808443,0,55.4,0.1,13.9,High income
Chile,2001,77.3,6.1,687.5116825,0,54.7,0.1,13.7,High income
Chile,2000,77.3,6.24,74.14842946,0,54.0,0.1,13.5,High income
China,2014,75.8,5.78,109.8743903,52628,31.9,0.1,13.1,Upper middle income
China,2013,75.6,5.79,9.955532032,26883,3.9,0.1,12.7,Upper middle income
China,2012,75.4,5.74,94.4344566,6183,3.0,0.1,12.4,Upper middle income
China,2011,75.2,5.63,91.26749779,9943,29.0,0.1,12.8,Upper middle income
China,2010,75.0,5.75,5.660754839,38159,28.1,0.1,12.5,Upper middle income
China,2009,74.9,4.88,50.28348923,52461,27.3,0.1,12.2,Upper middle income
China,2008,74.5,4.27,39.22509728,131441,26.5,0.1,11.9,Upper middle income
China,2007,74.4,3.88,312.6624819,109023,25.7,0.1,11.4,Upper middle income
China,2006,74.2,3.28,29.74342979,99602,24.9,0.1,11.0,Upper middle income
China,2005,73.9,2.92,171.65960259999997,124219,24.1,0.1,10.6,Upper middle income
China,2004,73.5,3.04,1.58668462,70549,23.4,0.1,10.2,Upper middle income
China,2003,73.1,2.96,122.9365349,71879,22.6,0.1,9.9,Upper middle income
China,2002,72.7,2.91,106.3590358,58341,21.9,0.1,9.7,Upper middle income
China,2001,72.2,2.84,14.23064496,88962,21.2,0.1,9.6,Upper middle income
China,2000,71.7,3.06,17.46057369,71093,2.5,0.1,9.5,Upper middle income
Colombia,2014,74.6,4.38,1435.487755,0,57.2,0.1,13.6,Upper middle income
Colombia,2013,74.4,4.41,15.16255482,1,56.4,0.1,13.3,Upper middle income
Colombia,2012,74.3,4.44,1487.896562,1,55.7,0.1,13.2,Upper middle income
Colombia,2011,74.2,4.37,184.3073618,6,55.0,0.1,13.0,Upper middle income
Colombia,2010,73.6,4.28,113.2436346,0,54.2,0.1,12.8,Upper middle income
Colombia,2009,73.6,4.34,941.6464045,0,53.5,0.1,12.4,Upper middle income
Colombia,2008,73.5,4.45,978.07041,0,52.8,0.1,12.2,Upper middle income
Colombia,2007,73.5,4.66,780.5946749,0,52.0,0.1,11.9,Upper middle income
Colombia,2006,73.1,4.53,62.43710774,0,51.3,0.1,11.5,Upper middle income
Colombia,2005,73.1,4.38,531.9808176,0,5.5,0.1,11.1,Upper middle income
Colombia,2004,72.8,4.26,42.17956418,0,49.8,0.1,11.3,Upper middle income
Colombia,2003,72.4,4.25,417.8038898,0,49.0,0.1,11.6,Upper middle income
Colombia,2002,71.8,4.45,393.8773633,139,48.2,0.1,11.5,Upper middle income
Colombia,2001,71.5,4.43,404.4205858,3,47.5,0.1,11.4,Upper middle income
Colombia,2000,71.4,4.66,477.13418139999993,1,46.7,0.1,11.3,Upper middle income
Comoros,2014,63.2,0.01,73.86584922,0,23.7,0.8,11.1,Lower middle income
Comoros,2013,62.9,0.01,61.57443584,0,23.2,0.8,10.9,Lower middle income
Comoros,2012,62.5,0.01,78.39008571,1,22.6,0.8,10.8,Lower middle income
Comoros,2011,62.2,0.12,59.6596497,3,22.1,0.2,10.6,Lower middle income
Comoros,2010,61.8,0.15,47.30421873,0,21.6,0.1,10.5,Lower middle income
Comoros,2009,61.3,0.17,56.98952474,1,21.1,0.1,10.3,Lower middle income
Comoros,2008,61.0,0.12,93.36788979,0,2.6,0.1,10.2,Lower middle income
Comoros,2007,66.0,0.16,9.087638194,0,2.1,0.1,10.0,Lower middle income
Comoros,2006,63.0,0.25,77.0283958,85,19.6,0.1,9.9,Lower middle income
Comoros,2005,60.0,0.24,69.9675435,912,19.2,0.1,9.7,Lower middle income
Comoros,2004,59.8,0.27,7.212110766,0,18.8,0.1,9.5,Lower middle income
Comoros,2003,59.6,0.26,45.09010835,0,18.4,0.1,9.2,Lower middle income
Comoros,2002,59.5,0.08,29.41897495,0,18.0,0.1,8.8,Lower middle income
Comoros,2001,59.5,0.08,19.71741043,0,17.6,0.1,8.5,Lower middle income
Comoros,2000,59.5,0.09,35.02948624,0,17.3,0.1,8.2,Lower middle income
Congo,2014,64.2,0.01,0.0,71,26.8,3.0,11.1,Lower middle income
Congo,2013,63.9,0.01,0.0,124,26.2,3.0,11.1,Lower middle income
Congo,2012,63.7,0.01,0.0,260,25.6,3.3,10.2,Lower middle income
Congo,2011,62.9,3.82,0.0,315,25.0,3.5,10.7,Lower middle income
Congo,2010,62.0,3.53,0.0,4,24.5,3.8,10.5,Lower middle income
Congo,2009,68.0,3.47,0.0,1,23.9,4.0,10.3,Lower middle income
Congo,2008,59.4,2.58,0.0,2,23.3,4.3,10.0,Lower middle income
Congo,2007,58.2,2.75,0.0,84,22.8,5.0,9.8,Lower middle income
Congo,2006,56.9,2.25,0.0,126,22.3,5.5,9.6,Lower middle income
Congo,2005,55.3,2.03,0.0,146,21.7,5.9,9.4,Lower middle income
Congo,2004,54.1,2.58,0.0,3524,21.2,6.3,9.2,Lower middle income
Congo,2003,53.2,2.45,0.0,3712,2.7,6.8,9.4,Lower middle income
Congo,2002,52.6,2.55,0.0,2788,2.3,7.2,9.5,Lower middle income
Congo,2001,52.7,2.3,0.0,2152,19.8,7.6,9.7,Lower middle income
Congo,2000,52.9,2.26,0.0,1678,19.3,7.8,9.8,Lower middle income
CostaRica,2014,79.5,3.45,384.5129138,1,59.5,0.1,13.9,Upper middle income
CostaRica,2013,79.4,3.42,386.1379123,0,58.5,0.1,13.7,Upper middle income
CostaRica,2012,79.2,3.34,2568.237059,0,57.5,0.1,13.6,Upper middle income
CostaRica,2011,79.0,3.41,2429.854745,0,56.5,0.1,13.4,Upper middle income
CostaRica,2010,78.1,3.58,2377.010299,0,55.5,0.1,13.3,Upper middle income
CostaRica,2009,79.2,4.07,24.88720369,0,54.4,0.1,13.1,Upper middle income
CostaRica,2008,78.9,4.22,1859.095621,0,53.4,0.1,12.9,Upper middle income
CostaRica,2007,78.9,4.2,150.8891479,0,52.4,0.1,12.8,Upper middle income
CostaRica,2006,78.0,4.15,1185.412346,0,51.4,0.1,12.6,Upper middle income
CostaRica,2005,78.6,4.1,1002.833273,1,5.3,0.1,12.4,Upper middle income
CostaRica,2004,77.7,4.09,1043.10795,0,49.3,0.1,12.2,Upper middle income
CostaRica,2003,78.0,4.04,1070.268999,1,48.3,0.1,12.1,Upper middle income
CostaRica,2002,78.3,4.17,112.9493745,0,47.3,0.1,11.9,Upper middle income
CostaRica,2001,77.5,4.29,868.3713593,0,46.4,0.1,11.7,Upper middle income
CostaRica,2000,77.6,4.34,94.17819458,0,45.4,0.1,11.6,Upper middle income
Croatia,2014,77.8,12.14,1884.098811,0,63.1,0.1,15.1,High income
Croatia,2013,77.7,12.39,1899.107385,0,62.5,0.1,14.9,High income
Croatia,2012,77.1,11.49,1851.713262,2,61.9,0.1,14.6,High income
Croatia,2011,77.0,12.19,1913.356642,12,61.3,0.1,14.5,High income
Croatia,2010,76.6,12.1,206.8868182,7,6.6,0.1,14.2,High income
Croatia,2009,76.3,12.21,2160.380199,2,6.0,0.1,14.2,High income
Croatia,2008,76.0,12.06,2425.403891,51,59.4,0.1,14.3,High income
Croatia,2007,75.8,12.56,2019.812779,0,58.7,0.1,14.3,High income
Croatia,2006,75.9,11.83,1555.651986,1,58.1,0.1,13.9,High income
Croatia,2005,75.2,11.59,167.2319899,2,57.5,0.1,13.6,High income
Croatia,2004,75.4,13.11,1116.396502,54,56.9,0.1,13.3,High income
Croatia,2003,74.7,13.78,93.67706503,19,56.3,0.1,12.9,High income
Croatia,2002,74.8,13.39,11.63615139,6,55.8,0.1,12.6,High income
Croatia,2001,74.9,13.15,650.9567981,8,55.2,0.1,12.3,High income
Croatia,2000,74.7,12.73,649.3909871000002,9,54.7,0.1,12.2,High income
Cuba,2014,79.0,4.37,13.6691019,0,6.7,0.1,14.0,Upper middle income
Cuba,2013,78.7,4.18,95.67571176,0,59.9,0.1,14.7,Upper middle income
Cuba,2012,78.7,4.16,742.1961992,0,59.2,0.1,15.7,Upper middle income
Cuba,2011,78.8,4.14,102.06457840000002,0,58.4,0.1,16.5,Upper middle income
Cuba,2010,78.0,4.13,787.2808163,0,57.7,0.1,17.6,Upper middle income
Cuba,2009,78.1,4.01,818.8771016,0,56.9,0.1,17.7,Upper middle income
Cuba,2008,77.9,4.26,708.6157966,0,56.2,0.1,17.1,Upper middle income
Cuba,2007,78.1,4.13,750.7147641,0,55.4,0.1,16.0,Upper middle income
Cuba,2006,78.0,4.17,523.4724284,0,54.6,0.1,14.7,Upper middle income
Cuba,2005,77.2,4.48,518.9359221,0,53.8,0.1,14.2,Upper middle income
Cuba,2004,77.3,4.38,4.484254579,0,53.0,0.1,13.2,Upper middle income
Cuba,2003,77.4,4.39,60.34145124,0,52.1,0.1,12.9,Upper middle income
Cuba,2002,77.7,4.1,334.7672107,0,51.3,0.1,12.5,Upper middle income
Cuba,2001,76.7,4.04,322.5863149,0,5.4,0.1,12.3,Upper middle income
Cuba,2000,76.9,3.92,49.34007756,0,49.4,0.1,12.1,Upper middle income
Cyprus,2014,83.0,0.01,207.3041936,10,59.8,0.1,14.0,High income
Cyprus,2013,81.0,9.04,212.0859259,0,59.2,0.1,13.8,High income
Cyprus,2012,80.0,10.55,2159.756205,1,58.7,0.1,13.8,High income
Cyprus,2011,79.7,10.69,2443.325028,0,58.3,0.1,13.8,High income
Cyprus,2010,79.5,11.32,283.3300258,18,57.8,0.1,14.6,High income
Cyprus,2009,79.3,10.8,230.2524184,0,57.3,0.1,14.1,High income
Cyprus,2008,79.1,12.01,239.6409938,1,56.8,0.1,13.7,High income
Cyprus,2007,78.9,11.56,1958.525877,0,56.3,0.1,13.5,High income
Cyprus,2006,78.8,11.47,1700.841534,0,55.8,0.1,13.4,High income
Cyprus,2005,78.7,11.41,1562.520827,1,55.3,0.1,13.5,High income
Cyprus,2004,78.6,13.03,1586.7241720000004,0,54.8,0.1,13.4,High income
Cyprus,2003,78.5,10.62,158.70873989999996,0,54.3,0.1,13.0,High income
Cyprus,2002,78.4,11.68,1128.050886,0,53.8,0.1,12.5,High income
Cyprus,2001,78.2,10.16,100.8086193,0,53.3,0.1,12.4,High income
Cyprus,2000,78.1,9.56,950.8027925,0,52.8,0.1,12.5,High income
Denmark,2014,84.0,9.64,10468.76292,27,58.4,0.1,19.2,High income
Denmark,2013,81.0,9.5,10261.763,17,58.1,0.1,18.7,High income
Denmark,2012,80.0,9.26,928.4170785,2,57.7,0.1,18.4,High income
Denmark,2011,79.7,10.47,10251.10872,84,57.4,0.1,16.9,High income
